travelCode,user_id,departure,arrival,flightType,flight_price,flight_duration,distance,agency,flight_date,hotel_name,hotel_place,days,hotel_base,total_hotel,check_in,company,user_name,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,totalDistance,fuelPolicy,bookingStatus,total_rent_price,total_price
55904,544,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,11-03-2022,Hotel A,Florianopolis (SC),1,313.02,313.02,11-03-2022,Monsters CYA,John Micciche,none,64,New Terrystad,Stacyborough,Hatchback,Budget,5.0,216.0,Partial,Pending,2225.0,3984.36
55921,544,Campo Grande (MS),Salvador (BH),firstClass,1052.6,1.36,522.34,FlyingDrops,03-02-2023,Hotel K,Salvador (BH),3,263.41,790.23,03-02-2023,Monsters CYA,John Micciche,none,64,Lake Brad,Lake Pamelahaven,Hatchback,Hertz,4.0,348.0,Full-to-Full,Confirmed,3228.0,5070.83
55932,544,Campo Grande (MS),Salvador (BH),economic,621.36,1.36,522.34,CloudFy,05/18/2023,Hotel K,Salvador (BH),3,263.41,790.23,05/18/2023,Monsters CYA,John Micciche,none,64,Breannaland,Tatemouth,Hatchback,Avis,2.0,141.0,Prepaid,Confirmed,1444.0,2855.59
55982,545,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,07/23/2020,Hotel Z,Aracaju (SE),2,208.04,416.08,07/23/2020,Monsters CYA,Kenneth Jump,male,46,Lake Garyville,Brianside,Luxury,Hertz,1.0,250.0,Partial,Confirmed,5978.0,7867.49
56030,545,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,06/24/2021,Hotel BP,Brasilia (DF),3,247.62,742.86,06/24/2021,Monsters CYA,Kenneth Jump,male,46,Port Stacey,East Kathleen,Sedan,Budget,3.0,72.0,Partial,Pending,1280.0,2972.85
56045,545,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,10-07-2021,Hotel A,Florianopolis (SC),4,313.02,1252.08,10-07-2021,Monsters CYA,Kenneth Jump,male,46,Zacharychester,South Kaylee,Hatchback,Sixt,5.0,158.0,Full-to-Full,Cancelled,1748.0,3808.71
56117,545,Campo Grande (MS),Sao Paulo (SP),economic,381.83,0.44,168.22,Rainbow,02/23/2023,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/23/2023,Monsters CYA,Kenneth Jump,male,46,North Christopher,Jenniferton,SUV,Sixt,1.0,152.0,Full-to-Full,Confirmed,2358.0,3296.23
56136,546,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,2.09,806.48,FlyingDrops,09/26/2019,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/26/2019,Monsters CYA,Abdul Vogus,male,46,Michaelstad,Sweeneyside,Hatchback,Enterprise,4.0,136.0,Prepaid,Confirmed,1502.0,3443.79
56363,549,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,04/16/2020,Hotel AU,Recife (PE),1,312.83,312.83,04/16/2020,Monsters CYA,Margaret Orellana,female,24,Stephanieland,Lake Steven,SUV,Sixt,2.0,335.0,Full-to-Full,Pending,4647.0,6145.78
56367,549,Campo Grande (MS),Florianopolis (SC),premium,1031.59,1.49,573.81,CloudFy,05/14/2020,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/14/2020,Monsters CYA,Margaret Orellana,female,24,Lake Darrylhaven,Christopherhaven,Luxury,Hertz,4.0,322.0,Partial,Pending,7858.0,10141.67
56402,549,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,01/14/2021,Hotel AU,Recife (PE),1,312.83,312.83,01/14/2021,Monsters CYA,Margaret Orellana,female,24,Lake Jasonstad,South Steven,Hatchback,Budget,3.0,304.0,Prepaid,Confirmed,2805.0,4303.78
56402,549,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,01/14/2021,Hotel AU,Recife (PE),1,312.83,312.83,01/14/2021,Monsters CYA,Margaret Orellana,female,24,West Tommyside,West Joanna,Luxury,Budget,1.0,104.0,Prepaid,Cancelled,3066.0,4564.78
56417,549,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,04/29/2021,Hotel K,Salvador (BH),3,263.41,790.23,04/29/2021,Monsters CYA,Margaret Orellana,female,24,South Laurastad,Cainville,Hatchback,Enterprise,5.0,319.0,Full-to-Full,Cancelled,3040.0,4979.61
56426,549,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,0.44,168.22,Rainbow,07-01-2021,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07-01-2021,Monsters CYA,Margaret Orellana,female,24,Sarahland,Stewartland,SUV,Budget,5.0,488.0,Full-to-Full,Cancelled,6743.0,7943.56
56427,549,Campo Grande (MS),Natal (RN),firstClass,749.85,0.65,250.68,FlyingDrops,07-08-2021,Hotel BD,Natal (RN),2,242.88,485.76,07-08-2021,Monsters CYA,Margaret Orellana,female,24,New Christopher,South Timhaven,Sedan,Budget,3.0,478.0,Partial,Pending,5318.0,6553.61
56435,549,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,09-02-2021,Hotel BP,Brasilia (DF),1,247.62,247.62,09-02-2021,Monsters CYA,Margaret Orellana,female,24,North Jessica,Spencerburgh,Sedan,Budget,1.0,363.0,Prepaid,Confirmed,4017.0,5214.61
56555,551,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,06-04-2020,Hotel K,Salvador (BH),3,263.41,790.23,06-04-2020,Monsters CYA,Juanita Carter,none,52,Port Ashley,Erikaville,Sedan,Avis,3.0,424.0,Prepaid,Pending,4789.0,6728.61
56564,551,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,0.44,168.22,Rainbow,08-06-2020,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08-06-2020,Monsters CYA,Juanita Carter,none,52,Jasonmouth,North Jean,SUV,Sixt,3.0,96.0,Prepaid,Pending,1869.0,3069.56
56621,552,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,08/27/2020,Hotel A,Florianopolis (SC),3,313.02,939.06,08/27/2020,Monsters CYA,Kevin Paul,none,45,East Rebekahbury,Mosshaven,SUV,Sixt,5.0,74.0,Full-to-Full,Confirmed,1788.0,3535.69
56679,552,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,10-07-2021,Hotel Z,Aracaju (SE),1,208.04,208.04,10-07-2021,Monsters CYA,Kevin Paul,none,45,East Carolinemouth,Flynnborough,Hatchback,Budget,4.0,317.0,Full-to-Full,Confirmed,2983.0,4736.82
56679,552,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,10-07-2021,Hotel Z,Aracaju (SE),1,208.04,208.04,10-07-2021,Monsters CYA,Kevin Paul,none,45,Cobbhaven,Kathryntown,Luxury,Enterprise,1.0,232.0,Prepaid,Confirmed,5638.0,7391.82
56798,553,Campo Grande (MS),Sao Paulo (SP),firstClass,620.16,0.44,168.22,CloudFy,04-09-2020,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04-09-2020,Monsters CYA,Diego Boday,male,50,New Brittneyton,Kevinmouth,Sedan,Sixt,2.0,404.0,Partial,Pending,4526.0,5563.46
56800,553,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,04/23/2020,Hotel BP,Brasilia (DF),3,247.62,742.86,04/23/2020,Monsters CYA,Diego Boday,male,50,New Richardbury,Davidtown,Sedan,Enterprise,1.0,261.0,Full-to-Full,Cancelled,3021.0,4455.85
56830,553,Campo Grande (MS),Salvador (BH),premium,826.72,1.36,522.34,CloudFy,11/19/2020,Hotel K,Salvador (BH),2,263.41,526.82,11/19/2020,Monsters CYA,Diego Boday,male,50,Greenmouth,Stephanieport,Hatchback,Sixt,1.0,63.0,Partial,Confirmed,769.0,2122.54
56834,553,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,1.49,573.81,Rainbow,12/17/2020,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/17/2020,Monsters CYA,Diego Boday,male,50,New Garystad,Sarashire,Hatchback,Budget,3.0,379.0,Partial,Confirmed,3397.0,5990.29
56890,553,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,01/13/2022,Hotel AU,Recife (PE),2,312.83,625.66,01/13/2022,Monsters CYA,Diego Boday,male,50,Berryfurt,Boyleberg,Hatchback,Hertz,4.0,201.0,Partial,Confirmed,2036.0,3847.61
56891,553,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,01/20/2022,Hotel Z,Aracaju (SE),4,208.04,832.16,01/20/2022,Monsters CYA,Diego Boday,male,50,East John,Ashleymouth,Hatchback,Sixt,3.0,312.0,Full-to-Full,Pending,2875.0,4584.72
56896,553,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,0.44,168.22,FlyingDrops,02/24/2022,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/24/2022,Monsters CYA,Diego Boday,male,50,Danahaven,Stewartville,SUV,Enterprise,4.0,496.0,Partial,Pending,6755.0,7996.05
56956,554,Campo Grande (MS),Sao Paulo (SP),economic,375.51,0.44,168.22,CloudFy,12-05-2019,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12-05-2019,Monsters CYA,Georgia King,female,27,Lake Megan,Elizabethview,Luxury,Budget,3.0,124.0,Partial,Cancelled,3765.0,4418.71
56967,554,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,02/20/2020,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/20/2020,Monsters CYA,Georgia King,female,27,East Christian,Port Jesse,Hatchback,Avis,3.0,458.0,Partial,Confirmed,4035.0,6317.21
57153,557,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,01/30/2020,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/30/2020,Monsters CYA,Phillip King,none,39,Ashleymouth,Lake Belinda,Sedan,Sixt,1.0,272.0,Prepaid,Cancelled,3111.0,5171.71
57167,557,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,05-07-2020,Hotel AU,Recife (PE),4,312.83,1251.32,05-07-2020,Monsters CYA,Phillip King,none,39,Brandonstad,South Jeffreychester,Luxury,Avis,4.0,171.0,Prepaid,Confirmed,4863.0,7074.23
57237,557,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,09-09-2021,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09-09-2021,Monsters CYA,Phillip King,none,39,Tracychester,Cunninghamburgh,SUV,Sixt,3.0,113.0,Partial,Cancelled,2054.0,4306.14
57272,557,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,2.09,806.48,FlyingDrops,05-12-2022,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05-12-2022,Monsters CYA,Phillip King,none,39,Santiagomouth,Port Kimberlyport,Sedan,Avis,3.0,395.0,Full-to-Full,Confirmed,4486.0,6261.8
57272,557,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,2.09,806.48,FlyingDrops,05-12-2022,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05-12-2022,Monsters CYA,Phillip King,none,39,Singhshire,North Cathyside,Hatchback,Hertz,3.0,434.0,Full-to-Full,Pending,3851.0,5626.8
57300,558,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,02/20/2020,Hotel A,Florianopolis (SC),2,313.02,626.04,02/20/2020,Monsters CYA,Peter Palmer,none,54,Jamesburgh,Mcmahonland,Sedan,Budget,1.0,253.0,Partial,Confirmed,2912.0,4346.67
57357,558,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,03/25/2021,Hotel AU,Recife (PE),3,312.83,938.49,03/25/2021,Monsters CYA,Peter Palmer,none,54,Lake Richardbury,Seanton,SUV,Enterprise,5.0,498.0,Partial,Cancelled,6839.0,8768.71
57546,560,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,02/25/2021,Hotel AU,Recife (PE),4,312.83,1251.32,02/25/2021,Monsters CYA,Pedro Lewis,male,32,West Ashley,South Alexis,Sedan,Enterprise,1.0,51.0,Full-to-Full,Cancelled,915.0,3352.27
57551,560,Campo Grande (MS),Salvador (BH),premium,834.61,1.36,522.34,Rainbow,04-01-2021,Hotel K,Salvador (BH),3,263.41,790.23,04-01-2021,Monsters CYA,Pedro Lewis,male,32,South James,North Troyton,SUV,Enterprise,4.0,440.0,Partial,Pending,6065.0,7689.84
57583,561,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,03-05-2020,Hotel BP,Brasilia (DF),1,247.62,247.62,03-05-2020,Monsters CYA,Minnie Lesane,female,30,Matthewberg,Frankborough,Luxury,Budget,1.0,415.0,Prepaid,Pending,9298.0,10495.61
57583,561,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,03-05-2020,Hotel BP,Brasilia (DF),1,247.62,247.62,03-05-2020,Monsters CYA,Minnie Lesane,female,30,Lake Tracystad,Lake Jonathan,SUV,Budget,2.0,67.0,Full-to-Full,Confirmed,1429.0,2626.61
57596,561,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,06-04-2020,Hotel K,Salvador (BH),3,263.41,790.23,06-04-2020,Monsters CYA,Minnie Lesane,female,30,East Michael,Lake Faithville,Hatchback,Avis,5.0,383.0,Full-to-Full,Pending,3556.0,5495.61
57601,561,Campo Grande (MS),Sao Paulo (SP),economic,375.51,0.44,168.22,CloudFy,07-09-2020,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07-09-2020,Monsters CYA,Minnie Lesane,female,30,Jonesmouth,Lake Michaelville,SUV,Avis,4.0,492.0,Full-to-Full,Confirmed,6675.0,7606.91
57727,562,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,08/20/2020,Hotel Z,Aracaju (SE),4,208.04,832.16,08/20/2020,Monsters CYA,Clifford Forrest,none,54,Anthonyshire,Nguyenfort,Luxury,Sixt,2.0,416.0,Prepaid,Pending,9451.0,11828.94
57730,562,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,09-10-2020,Hotel BP,Brasilia (DF),3,247.62,742.86,09-10-2020,Monsters CYA,Clifford Forrest,none,54,Lake Heather,Nicoleview,SUV,Enterprise,3.0,463.0,Partial,Confirmed,6268.0,7960.85
57737,562,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,10/29/2020,Hotel BP,Brasilia (DF),3,247.62,742.86,10/29/2020,Monsters CYA,Clifford Forrest,none,54,Jenniferville,East Mariachester,SUV,Hertz,5.0,231.0,Full-to-Full,Cancelled,3669.0,5103.85
57759,562,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,04-01-2021,Hotel Z,Aracaju (SE),2,208.04,416.08,04-01-2021,Monsters CYA,Clifford Forrest,none,54,Johnhaven,East Brianmouth,Sedan,Sixt,3.0,292.0,Full-to-Full,Pending,3443.0,5332.49
57769,563,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,10/24/2019,Hotel Z,Aracaju (SE),3,208.04,624.12,10/24/2019,Monsters CYA,Ashley Hernandez,none,61,East Audrey,Ryanborough,SUV,Sixt,4.0,177.0,Partial,Pending,2931.0,5136.92
57771,563,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,2.09,806.48,FlyingDrops,11-07-2019,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11-07-2019,Monsters CYA,Ashley Hernandez,none,61,North Cynthia,West Glennchester,Luxury,Enterprise,5.0,462.0,Full-to-Full,Pending,10812.0,12753.79
57776,563,Campo Grande (MS),Natal (RN),premium,541.59,0.65,250.68,Rainbow,12-12-2019,Hotel BD,Natal (RN),4,242.88,971.52,12-12-2019,Monsters CYA,Ashley Hernandez,none,61,South Susan,Sandraberg,SUV,Avis,1.0,77.0,Partial,Pending,1436.0,2949.11
57809,563,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,07/30/2020,Hotel BP,Brasilia (DF),2,247.62,495.24,07/30/2020,Monsters CYA,Ashley Hernandez,none,61,Port Robertotown,Ericaborough,Hatchback,Budget,2.0,229.0,Prepaid,Cancelled,2157.0,3158.8
57886,565,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,10-03-2019,Hotel BP,Brasilia (DF),4,247.62,990.48,10-03-2019,Monsters CYA,Emma Ashbrook,none,53,Huntstad,Reynoldsshire,Hatchback,Hertz,4.0,163.0,Full-to-Full,Confirmed,1719.0,3580.39
57923,565,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,06/18/2020,Hotel BP,Brasilia (DF),1,247.62,247.62,06/18/2020,Monsters CYA,Emma Ashbrook,none,53,North Georgeborough,New Martinmouth,Hatchback,Hertz,1.0,104.0,Partial,Confirmed,1122.0,2217.45
57950,565,Campo Grande (MS),Salvador (BH),economic,621.36,1.36,522.34,CloudFy,12/24/2020,Hotel K,Salvador (BH),3,263.41,790.23,12/24/2020,Monsters CYA,Emma Ashbrook,none,53,East Michael,North Jamesfort,Hatchback,Enterprise,3.0,253.0,Full-to-Full,Cancelled,2402.0,3813.59
57960,565,Campo Grande (MS),Natal (RN),economic,467.6,0.65,250.68,CloudFy,03-04-2021,Hotel BD,Natal (RN),2,242.88,485.76,03-04-2021,Monsters CYA,Emma Ashbrook,none,53,North Jared,East Aaron,Hatchback,Hertz,4.0,61.0,Full-to-Full,Cancelled,913.0,1866.36
57973,565,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,06-03-2021,Hotel Z,Aracaju (SE),2,208.04,416.08,06-03-2021,Monsters CYA,Emma Ashbrook,none,53,East Michaelton,Port Diamond,SUV,Avis,2.0,365.0,Prepaid,Cancelled,4996.0,6559.03
58077,566,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,03/26/2020,Hotel BP,Brasilia (DF),2,247.62,495.24,03/26/2020,Monsters CYA,Elma Depaz,female,29,Youngburgh,Cookeburgh,Sedan,Sixt,2.0,472.0,Full-to-Full,Pending,5201.0,6544.07
58091,566,Campo Grande (MS),Natal (RN),economic,411.05,0.65,250.68,Rainbow,07-02-2020,Hotel BD,Natal (RN),3,242.88,728.64,07-02-2020,Monsters CYA,Elma Depaz,female,29,South Conniemouth,Calebberg,SUV,Avis,2.0,145.0,Partial,Pending,2346.0,3485.69
58116,566,Campo Grande (MS),Salvador (BH),firstClass,1052.6,1.36,522.34,FlyingDrops,12/24/2020,Hotel K,Salvador (BH),2,263.41,526.82,12/24/2020,Monsters CYA,Elma Depaz,female,29,Lake Juliaton,South Melvin,Sedan,Sixt,3.0,212.0,Prepaid,Cancelled,2672.0,4251.42
58151,567,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1614.7,2.09,806.48,CloudFy,05-07-2020,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05-07-2020,Monsters CYA,Darlene Blosser,female,53,North Alan,Liuborough,Luxury,Sixt,4.0,403.0,Partial,Confirmed,9487.0,11599.67
58157,567,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,06/18/2020,Hotel BP,Brasilia (DF),4,247.62,990.48,06/18/2020,Monsters CYA,Darlene Blosser,female,53,Murrayview,Miguelchester,SUV,Sixt,3.0,471.0,Prepaid,Pending,6343.0,7851.3
58209,567,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,06/17/2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/17/2021,Monsters CYA,Darlene Blosser,female,53,West Paulashire,Jenniferbury,Luxury,Avis,3.0,148.0,Partial,Pending,4238.0,5848.51
58209,567,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,06/17/2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/17/2021,Monsters CYA,Darlene Blosser,female,53,New Kevin,Estradaside,Hatchback,Hertz,3.0,308.0,Partial,Confirmed,2836.0,4446.51
58246,568,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,06-04-2020,Hotel BP,Brasilia (DF),1,247.62,247.62,06-04-2020,Monsters CYA,Lazaro Mendoza,none,41,Claytonview,Bridgesshire,Sedan,Budget,3.0,281.0,Prepaid,Pending,3334.0,4452.53
58327,569,Campo Grande (MS),Salvador (BH),firstClass,1114.75,1.36,522.34,Rainbow,04/16/2020,Hotel K,Salvador (BH),4,263.41,1053.64,04/16/2020,Monsters CYA,Timothy Grady,male,28,East Michael,Davidshire,SUV,Enterprise,5.0,302.0,Partial,Confirmed,4517.0,6685.39
58369,570,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,11/14/2019,Hotel A,Florianopolis (SC),2,313.02,626.04,11/14/2019,Monsters CYA,Cathy Hinds,none,34,Boydtown,East Matthew,Sedan,Hertz,2.0,164.0,Full-to-Full,Pending,2126.0,3782.17
58421,570,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,11-12-2020,Hotel AU,Recife (PE),4,312.83,1251.32,11-12-2020,Monsters CYA,Cathy Hinds,none,34,Lake Wendyhaven,Natalieville,Hatchback,Budget,2.0,420.0,Partial,Cancelled,3674.0,5916.54
58458,570,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,07/29/2021,Hotel Z,Aracaju (SE),3,208.04,624.12,07/29/2021,Monsters CYA,Cathy Hinds,none,34,Williamville,New Priscillafort,Sedan,Enterprise,4.0,415.0,Prepaid,Confirmed,4753.0,6592.57
58464,571,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,10/24/2019,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/24/2019,Monsters CYA,Nathan Ponder,male,43,Angelaside,Heatherburgh,Sedan,Avis,1.0,330.0,Partial,Cancelled,3717.0,6415.42
58495,571,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,05/28/2020,Hotel A,Florianopolis (SC),3,313.02,939.06,05/28/2020,Monsters CYA,Nathan Ponder,male,43,Jamesland,North Jameschester,Sedan,Enterprise,3.0,469.0,Full-to-Full,Cancelled,5228.0,6931.59
58506,571,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,08/13/2020,Hotel BD,Natal (RN),3,242.88,728.64,08/13/2020,Monsters CYA,Nathan Ponder,male,43,Morrishaven,North Richardmouth,Sedan,Hertz,3.0,300.0,Full-to-Full,Confirmed,3549.0,5055.65
58515,571,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,10/15/2020,Hotel Z,Aracaju (SE),1,208.04,208.04,10/15/2020,Monsters CYA,Nathan Ponder,male,43,Youngton,Jennaside,Luxury,Sixt,1.0,359.0,Partial,Cancelled,8165.0,9250.6
58546,571,Campo Grande (MS),Sao Paulo (SP),economic,375.51,0.44,168.22,CloudFy,05/20/2021,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/20/2021,Monsters CYA,Nathan Ponder,male,43,East Cindyhaven,North Tina,SUV,Hertz,5.0,305.0,Prepaid,Confirmed,4543.0,5196.71
58579,571,Campo Grande (MS),Rio de Janeiro (RJ),premium,1363.27,2.09,806.48,CloudFy,01-06-2022,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01-06-2022,Monsters CYA,Nathan Ponder,male,43,East Denise,Millermouth,Luxury,Enterprise,1.0,288.0,Full-to-Full,Pending,6741.0,8602.24
58580,571,Campo Grande (MS),Natal (RN),economic,411.05,0.65,250.68,Rainbow,01/13/2022,Hotel BD,Natal (RN),1,242.88,242.88,01/13/2022,Monsters CYA,Nathan Ponder,male,43,Port Michael,Castromouth,Luxury,Budget,1.0,305.0,Prepaid,Confirmed,7073.0,7726.93
58580,571,Campo Grande (MS),Natal (RN),economic,411.05,0.65,250.68,Rainbow,01/13/2022,Hotel BD,Natal (RN),1,242.88,242.88,01/13/2022,Monsters CYA,Nathan Ponder,male,43,Port Sarah,New Debra,Hatchback,Enterprise,1.0,247.0,Full-to-Full,Cancelled,2260.0,2913.93
58601,571,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,06-09-2022,Hotel AU,Recife (PE),1,312.83,312.83,06-09-2022,Monsters CYA,Nathan Ponder,male,43,Cortezton,Delgadofort,Luxury,Avis,5.0,176.0,Full-to-Full,Pending,5096.0,6068.26
58627,571,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,12-08-2022,Hotel Z,Aracaju (SE),2,208.04,416.08,12-08-2022,Monsters CYA,Nathan Ponder,male,43,South Clayton,Cassiemouth,SUV,Budget,1.0,231.0,Partial,Pending,3295.0,5292.88
58782,572,Campo Grande (MS),Natal (RN),economic,467.6,0.65,250.68,CloudFy,01/27/2022,Hotel BD,Natal (RN),1,242.88,242.88,01/27/2022,Monsters CYA,Robert Carrell,male,64,Lake Jamiefurt,North Lisa,Hatchback,Hertz,5.0,59.0,Full-to-Full,Confirmed,951.0,1661.48
58805,572,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,07-07-2022,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07-07-2022,Monsters CYA,Robert Carrell,male,64,Taylorhaven,Port Tammyton,SUV,Sixt,4.0,148.0,Partial,Pending,2555.0,3999.52
58864,573,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,03-05-2020,Hotel A,Florianopolis (SC),1,313.02,313.02,03-05-2020,Monsters CYA,Andrew Anderson,none,33,Virginiamouth,Hartmanchester,SUV,Budget,1.0,416.0,Partial,Pending,5512.0,6633.65
58885,573,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,2.09,806.48,FlyingDrops,07/30/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/30/2020,Monsters CYA,Andrew Anderson,none,33,Krystalborough,Patriciamouth,SUV,Hertz,2.0,50.0,Prepaid,Confirmed,1228.0,3169.79
58954,573,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,11/25/2021,Hotel BP,Brasilia (DF),2,247.62,495.24,11/25/2021,Monsters CYA,Andrew Anderson,none,33,North Brittany,Wilsonshire,Luxury,Avis,3.0,223.0,Partial,Confirmed,5750.0,6937.23
58955,573,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,1.49,573.81,Rainbow,12-02-2021,Hotel A,Florianopolis (SC),1,313.02,313.02,12-02-2021,Monsters CYA,Andrew Anderson,none,33,Debrabury,Michaelborough,Luxury,Sixt,1.0,281.0,Partial,Pending,6580.0,8234.23
59004,573,Campo Grande (MS),Salvador (BH),firstClass,1114.75,1.36,522.34,Rainbow,11-10-2022,Hotel K,Salvador (BH),2,263.41,526.82,11-10-2022,Monsters CYA,Andrew Anderson,none,33,Stantonland,Ginamouth,Luxury,Sixt,3.0,153.0,Full-to-Full,Confirmed,4323.0,5964.57
59012,573,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,01-05-2023,Hotel BD,Natal (RN),3,242.88,728.64,01-05-2023,Monsters CYA,Andrew Anderson,none,33,Rodriguezchester,Buchananside,Hatchback,Budget,4.0,222.0,Prepaid,Pending,2201.0,3707.65
